project_id,severity,tag,subtags,description,source
d52ee365a168,Medium,ERC20,"['Invalid Validation', 'Missing Return Check']","In CompoundYield.sol's _depositERC20 function, the approval is set to amount without first resetting to 0. Some tokens may not allow increasing allowance without first resetting it to 0. While SafeERC20 is used, the pattern of approve(0) followed by approve(amount) is safer but not consistently applied.",llm
d52ee365a168,Medium,Access Control,"['Invalid Validation', 'State Update Inconsistency']","In Verification.sol's registerMasterAddress function, the same masterAddress can be registered with multiple verifiers, and unregistering from one verifier doesn't invalidate the address for others. Additionally, the linkedAddresses mapping doesn't track which verifier was used, creating potential inconsistencies when a masterAddress is unregistered by one verifier but the linked address still expects verification.",llm
d52ee365a168,Medium,DoS,"['Invalid Validation', 'Missing Functionality']","In SavingsAccount.sol's withdrawAll function for a specific strategy, if balanceInShares is 0, the function returns 0 without deleting the balance entry. However, if balanceInShares is non-zero but IYield returns 0 tokens, the function doesn't revert or handle this case properly, potentially leaving stale mappings.",llm
d52ee365a168,Medium,Input Validation,"['Incorrect Parameter', 'Invalid Validation']","In PriceOracle.sol's setUniswapFeedAddress function, there is no validation that the provided pool address actually contains the token pair (token1, token2). A malicious owner could set an incorrect pool address, causing getUniswapLatestPrice to return incorrect prices without detection.",llm
d52ee365a168,Low,Logic error,"['Does not match with Doc', 'Implementation Error']","In Pool.sol's _beforeTokenTransfer function, the comment states 'future interest repayment withdrawals are calculated based on 100 pool tokens' but the code assigns (_toBalance.add(_amount)) which is the NEW balance after transfer, not the original balance before transfer. This causes the explanation to not match the actual implementation.",llm
d52ee365a168,Low,Arithmetic,"['Incorrect Formula', 'Precision Loss']","In AaveYield.sol's getTokensForShares function, the calculation multiplies liquidityIndex and shares both with balanceOfUnderlying, then divides by current aToken balance. If the aToken balance is very small relative to scaledBalanceOf, precision loss occurs due to integer division in Solidity.",llm
d52ee365a168,Low,Input Validation,['State Update Inconsistency'],"In PriceOracle.sol, the uniswapPriceAveragingPeriod is initialized to 0 and never validated to be non-zero. Calling getUniswapLatestPrice with a 0 period would call OracleLibrary.consult with 0, which may cause unexpected behavior or revert depending on the Uniswap library implementation.",llm
d5aa11e316e7,High,Logic error,['Bad Condition'],"In StablesConverter.convert(), line checking `if (_output == address(_token)` is missing a closing parenthesis, causing a syntax error that prevents the contract from compiling.",llm
d5aa11e316e7,High,Access Control,['Arbitrary Add/Remove/Set/Call'],"In Manager.removeToken(), the function uses a TODO comment at line 'TODO: Verify added check' but proceeds to remove tokens without verifying the token was actually found before deletion, allowing potential removal of non-existent tokens and leaving orphaned state.",llm
d5aa11e316e7,Medium,Slippage,['Missing minOut / maxAmount'],"In BaseStrategy._swapTokens(), the deadline parameter is hardcoded to 1e10 (year 2286), and the minimum output is set to the expected amount without slippage protection, making swaps vulnerable to sandwich attacks and MEV manipulation.",llm
d5aa11e316e7,Medium,DoS,['Bad Condition'],"In Harvester.getEstimates(), the _path array is uninitialized before being accessed at indices 0 and 1, causing undefined behavior and potential runtime errors when this function is called.",llm
d5aa11e316e7,Medium,Logic error,['State Update Inconsistency'],"In MetaVault._stakeShares(), the function calls updateReward() and _getReward() before updating user.amount and user.yaxRewardDebt, but these reward calculations use the old balance state, potentially leading to incorrect reward calculations for the staker.",llm
d5aa11e316e7,Medium,Accounting Error,['State Update Inconsistency'],"In Controller.withdraw(), the balance tracking in _vaultDetails[msg.sender].balance is decremented by the full _amount, but if the controller cannot withdraw all requested funds from strategies, the actual withdrawn amount may be less, causing balance accounting to become incorrect.",llm
d5aa11e316e7,Low,Logic error,['Missing Functionality'],"In Harvester.getEstimates(), the function creates a new address array `_path` but never populates it with the route tokens before calling getAmountsOut(), resulting in a zero-length or uninitialized path being used for price calculations.",llm
edf1b6dd23d6,High,Access Control,['Arbitrary Add/Remove/Set/Call'],"In HardenedTopupProxy._bridgeAssetDirect(), the contract calls arbitrary addresses extracted from _bridgeTxData after only checking against trustedRegistryContract.isWhitelisted(). However, the whitelist is maintained by admins, and if an admin is compromised or acts maliciously, they can add malicious bridge addresses to the whitelist, allowing arbitrary calls with user funds and bridge token approval.",llm
edf1b6dd23d6,High,Slippage,['Missing minOut / maxAmount'],"In HardenedTopupProxy._processTopup(), when converting tokens via exchangeProxyContract.executeSwapDirect(), the contract relies only on _expectedMinimumReceived for slippage protection. However, this check occurs after the swap is executed in ExchangeProxy.executeSwapDirect(), and if the actual received amount is less than expected, the transaction will revert, but there is no protection against MEV manipulation of swap prices before the check.",llm
edf1b6dd23d6,High,Logic error,['Invalid Validation'],"In HardenedTopupProxy.checkAllowance(), the allowance validation allows amounts in the range [_amount, _amount * allowanceTreshold / 1e18). However, if allowanceTreshold is set to 0 by admin, this creates a division-by-zero condition implicitly, and more critically, the excessive allowance check can be bypassed if allowanceTreshold is misconfigured to a low value less than 1e18.",llm
edf1b6dd23d6,High,Input Validation,['Invalid Validation'],"In HardenedTopupProxy.CardTopupMPTProof(), the function recovers the signer from the transaction proof but only checks that ecsender == msg.sender. However, there is no validation that the approval was for the correct amount—the function only checks that current allowance >= _amount after recovering the transaction, allowing a user to provide an old approval for a different amount as long as current state permits the operation.",llm
edf1b6dd23d6,Medium,Accounting Error,['Fee On Transfer Token'],"In ExchangeProxy.executeSwapDirect() and HardenedTopupProxy._processTopup(), the code assumes that the amount transferred equals the amount specified in parameters. However, fee-on-transfer tokens will result in less actual balance received than the transfer amount, causing amountReceived calculations to be incorrect and potentially allowing the contract to transfer more tokens to the beneficiary than actually received from the swap.",llm
edf1b6dd23d6,Medium,Arithmetic,['Precision Loss'],"In HardenedTopupProxy._processTopup() for Synapse bridge, the minMint and minDy calculations use fixed percentages (95% and 91% respectively) without considering the actual swap slippage or bridge conditions. This hardcoded approach can cause transactions to fail if market conditions change, or alternatively, if the percentages are too loose, they provide insufficient protection against slippage.",llm
edf1b6dd23d6,Medium,Logic error,['Implementation Error'],"In HardenedTopupProxy.CardTopupTrusted(), the signature recovery uses constructMsg() which hashes msg.sender, but the message does not include critical parameters like _bridgeType or _bridgeTxData. This allows a signature generated for one bridge type to be reused for a different bridge type with different outcomes, violating the signature's intended scope.",llm
edf1b6dd23d6,Medium,Access Control,['Missing Initialization'],"In HardenedTopupProxy, the cardPartnerAddress, exchangeProxyContract, trustedRegistryContract, and cardTopupToken are not initialized in the initialize() function and remain at zero/null values until explicitly set by admin. If operations are called before these critical variables are set, transactions will fail or behave unexpectedly, but there is no check to prevent this.",llm
edf1b6dd23d6,Medium,DoS,['Stale Value'],"In HardenedTopupProxy.CardTopupMPTProof(), the allowanceSignatureTimespan is used to validate signature age, but if this parameter is set to 0 or very large value by admin error, it can be exploited. Additionally, old signatures could be replayed if the allowance is refilled with the same amount, as the check does not invalidate the specific approval transaction.",llm
edf1b6dd23d6,Medium,ERC20,['Missing Return Check'],"In ExchangeProxy.executeSwapDirect(), after calling executorAddress.call(callData), the return value success is checked, but the actual token balance is relied upon rather than verifying that the swap aggregator (0x/1inch) performed the intended operation. If a malicious or broken aggregator returns success without actually swapping tokens, the balance check may incorrectly reflect zero slippage.",llm
8b0abbf14c91,High,Logic error,['State Update Inconsistency'],"In BorrowerOperations._singleLeverUp(), the calculated slippageAdjustedValue is used to enforce a minimum output from the router swap, but the function then requires that the actual balance increase equals _finalTokenAmount exactly without accounting for potential fee-on-transfer or other token behaviors that reduce the actual amount received.",llm
8b0abbf14c91,High,Logic error,['Bad Condition'],"In BorrowerOperations._adjustTrove(), the variableYUSDFee is added to vars.debt before calculating the new ICR, but this fee is not included in the check _requireAtLeastMinNetDebt() which only checks the net debt after the repayment adjustment, potentially allowing the trove to fall below minimum net debt after fees are applied.",llm
8b0abbf14c91,Medium,Accounting Error,['State Update Inconsistency'],"In StabilityPool._getGainFromSnapshots(), the calculation uses epochToScaleToSum[asset][snapshots.epoch][snapshots.scale.add(1)] without verifying that snapshots.scale.add(1) represents a valid historical scale that actually has accumulated gains, potentially reading zero or stale data if the snapshot was taken at a scale boundary.",llm
8b0abbf14c91,Medium,Logic error,['Incorrect Parameter'],"In TroveManagerLiquidations._getCappedOffsetVals(), the SPRatio is calculated as a percentage using _100pct but then applied to _troveAmounts[i] via sequential divisions by _100pct, which can result in significant precision loss due to the order of operations and multiple divisions.",llm
8b0abbf14c91,Medium,Logic error,['Invalid Validation'],"In TroveManagerRedemptions.redeemCollateralSingle(), the function does not verify that _collToRedeem exists in the whitelist before attempting to redeem it, only checking if it exists in the specific trove, which could allow redemption of non-whitelisted tokens if they somehow exist in a trove.",llm
8b0abbf14c91,High,Liquidation,['State Update Inconsistency'],"In TroveManagerLiquidations._liquidateRecoveryMode(), when ICR > MCR, the function returns early with empty singleLiquidation values without properly initializing the struct, causing all subsequent liquidation logic to work with zeroed-out collateral and debt values in certain recovery mode scenarios.",llm
8b0abbf14c91,Medium,Logic error,['Bad Condition'],"In TroveManagerRedemptions._redeemCollateralFromTrove(), the calculation of tokenAmountToRedeem uses baseLot.mul(colls.amounts[i]).div(totalCollUSD).div(1e18), but baseLot is already multiplied by DECIMAL_PRECISION, making the final division by 1e18 incorrect and causing precision loss in the redemption amounts.",llm
8b0abbf14c91,Medium,Access Control,['Implementation Error'],"In TroveManagerRedemptions.redeemCollateralSingle(), the function is externally callable without the _requireCallerisTroveManager() check that is present in redeemCollateral(), allowing arbitrary external callers to directly call this redemption function and bypass normal protocol controls.",llm
8b0abbf14c91,High,Logic error,['Invariant Violation'],"In BorrowerOperations._adjustTrove(), the variableYUSDFee is calculated and added to debt, but when params._isDebtIncrease is false (debt repayment case), the fee is still added as an increase, potentially allowing debt to increase when the user intends to decrease it.",llm
8b0abbf14c91,Medium,Accounting Error,['Fee On Transfer Token'],"In StabilityPool._sendGainsToDepositor(), when transferring rewards from wrapped assets via IWAsset operations, the function assumes all amounts are successfully transferred without checking for fee-on-transfer tokens or validating the actual amount received, potentially causing accounting mismatches.",llm
